name,similar,desc,tags,num_eps,agg_review,1,2,3,4,5
gunbuster-2,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            In the future where space monsters invade the Sol System, a young girl named Nono has left her home behind, to come alone to the big city. She has a grand dream of becoming a space pilot. But reality is harsh, and she instead spends her days working at the diner near the spaceport. Her life changes the day she meets a real life ""Topless"" pilot named Lal'C. Neither realize that the future of humanity rests on both of them!
          ",Discotek Media,6,4.5,0,2,1,1,8
gundam-build-divers,Gundam Build Fighters::Robot Girls Z::BORUTO: NARUTO NEXT GENERATIONS::One Piece,"
            Gunpla Battle Nexus Online (GBN) is a new network game that lets people enjoy a variety of missions using Gunpla in a virtual cyberspace dimension. Middle-school students Riku Mikami and Yukio Hidaka recruit their classmate Momoka Yashiro and dive together into this vast world. Becoming ""Divers,"" or inhabitants of GBN, they meet a mysterious girl named Sarah who has an amazing sensitivity to Gunpla. They begin playing alongside her, but... 
 
Through many encounters and experiences, Riku and his friends will build not only Gunpla, but their own adventures as well!
          ",Sunrise::mecha::shounen,26,4,1,1,4,3,6
gundam-build-fighters,Gundam Build Divers::Robot Girls Z::BORUTO: NARUTO NEXT GENERATIONS::One Piece,"
            The time is the near future. Years have passed since the 1980s, when ""Gunpla""--plastic models based on the ""Mobile Suit Gundam"" animation--created a huge boom. 
 
Now, a new wave is sweeping the world, in what could be called a second Gunpla boom. Its popularity is driven by ""Gunpla Battle,"" in which assembled Gunpla can be controlled and made to fight. With the introduction of this revolutionary Battle System, its popularity has expanded to the point that a Gunpla Battle World Tournament is held each year.
          ",Sunrise::mecha::shounen,50,5,0,0,0,0,10
gunslinger-stratos,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            A.D. 2115 — the island nation once called Japan is now known as the “17th Far East Imperial City Management District.”  
 
The citizens were promised a life of peace in exchange for some of the comfort they were used to having. People believed their lives would never change and tomorrow will be the same as today. No one suspected the impending doom which their society was about to face…
          ",Aniplex of America,12,3.5,2,6,5,7,9
gurazeni-money-pitch,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Bonda Natsunosuke (26, single), is a left-handed relief pitcher for the professional baseball team, the Jingu Spiders. He became a pro right after high school and now in his 8th year makes 18 million yen a year, and is not what you'd call a ""first rate player."" 
 
""I don't know how many years I've got left to play after 30."" 
""Only a few can become coaches or commentators after they retire."" 
""Pro baseball players need to make their money while before they retire!"" 
 
Despite the harsh realities, Bonda always repeats the same phrase: 
""There's money buried in the grounds.""
          ",Kodansha Ltd.,24,4.5,0,0,1,3,13
gurren-lagann,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            This is the story of a man who has yet to realize what destiny holds in store for him…In the distant future, mankind has lived quietly and restlessly underground for hundreds of years, subject to earthquakes and cave-ins. Living in one such village are 2 young men: one named Simon who is shy and naïve, and the other named Kamina who believes in the existence of a “surface” world above their heads.
          ",Aniplex of America,27,5,3,2,6,18,287
h2o-footprints-in-the-sand,ReLIFE::School Days::BORUTO: NARUTO NEXT GENERATIONS::One Piece,"
          Takuma Hirose, an emotionally wounded boy becomes blind after his mother died in his childhood.
        ",Kadokawa Pictures Inc.::h20 footprints in the sand::eroge::h20::anime::comedy::drama::psychological::romance::slice of life,12,4.5,27,15,49,177,1622
hackadoll-the-animation,The Irresponsible Galaxy Tylor::Bodacious Space Pirates::PUNCH LINE::Demonbane,"
            The original HackaDoll app delivers a customized feed of news for each user. The user answers some simple questions when launching the app for the first time, and then the app will filter the news that caters to the user's personal interests — boys love (BL), cosplay, anime, manga, games, light novels, voice cast members, and more. With daily use, the app automatically analyzes and learns which news articles the user reads and recommends to further personalize the feed.
          ",ADK::comedy::science fiction,13,4,1,1,3,6,5
hagane-orchestra,Sound of the Sky::No Game No Life::Ace Attorney::JOKER,"
            The people of this world live happily, despite its inhospitable landscapes. Kureha and the other members of the Defense Squad living in the Irodori Settlement spend their days here in meetings to figure out how to get more people to play ""Hagane Orchestra,"" the smartphone game they appear in. They'll do anything to promote their game! The inside story about the game? Its inner workings? Anything goes... be it friendship, determination, betrayal, or despair. 
 
A young man tells his story, along with the girls, his friends, and the Haganes. All work together as one, just like an orchestra...
          ",Hanbit::adventure::comedy,12,4.5,0,0,0,3,2
haikyu,Harukana Receive::Princess Nine::Rowdy Sumo Wrestler Matsutaro::Free! - Iwatobi Swim Club,"
            Based off of the original Weekly Shonen Jump manga series from Haruichi Furudate, Haikyu!! is a slice-of-life sports anime revolving around Shoyo Hinata’s love of volleyball. Inspired by a small-statured pro volleyball player, Hinata creates a volleyball team in his last year of middle school. Unfortunately the team is matched up against the ""King of the Court"" Tobio Kageyama’s team in their first tournament and inevitably lose. After the crushing defeat, Hinata vows to surpass Kageyama After entering high school, Hinata joins the volleyball team only to find that Tobio has also joined.
          ",Toho::sports,63,5,1,0,0,15,419
hakata-tonkotsu-ramens,Hand Shakers::Bloodivores::The Reflection::Girly Air Force,"
            ""There is a person you desperately want to kill. Now, how do you kill that person?"" 
 
At a glance, Fukuoka seems like a peaceful town, but crime runs rampant behind the scenes. It's now a battleground for professional killers, with urban legends suggesting that there's even one who specializes in killing professional killers. Assassins, detectives, revenge seekers, informants, torture specialists... When stories are told of these and other professionals of the underground, a ""killer of professional killers"" appears...
          ",Warner Japan::hakata tonkotsu ramens::action,12,4.5,2,0,3,15,54
hakkenden-eight-dogs-of-the-east,Beyond the Boundary::Mysterious Girlfriend X::Muhyo & Roji's Bureau of Supernatural Investigation::Strike the Blood,"
            They would have lost their lives if they did not make the choice back then. The legendary eight beads and their owners... One is for someone important, and one is for his life as a human. The story of a destiny to encounter and fights lead by the beads, have just begun.
          ",Bandai Visual::supernatural,27,4.5,2,1,6,14,80
hakone-chan,Moritasan wa Mukuchi::GA Geijutsuka Art Design Class::HaNaYaMaTa::Mr. TONEGAWA Middle Management Blues,"
            Based off of the manga Onsen Yosei Hakone-chan by Daisuke Yui, Hakone is about the hot spring spirit Hakone who descended to a spa resort on Earth. Due to her long slumber however, she now looks like a little girl. High school boy Toya stumbles across her at a hot spring and ends up helping Hakone retrieving her original powers.
          ",Asahi Production::comedy::seinen::slice of life::onsen yousei hakone-chan,13,3,2,4,7,5,2
hakuoki-reimeiroku,Hakuoki Season 1::Brave 10::The Ambition of Oda Nobuna::My Hero Academia,"
          The third season of Hakuoki continues as Reimeiroku is the prequel and tells the story of the dawning of the Shinsengumi.
        ",hakuoki::hakuoki sekkaroku::bishounen::shinsengumi::samurai::hakuouki reimeiroku::shinsengumi kitan::anime::crunchyroll hakuoki,12,4.5,2,0,4,7,23
hakuoki-season-1,Hakuoki Reimeiroku::Brave 10::The Ambition of Oda Nobuna::My Hero Academia,"
            Disguised as a man, Chizuru Yukimura has come to Kyoto searching for her missing father, a doctor who developed a magical elixir that increases the drinker's speed, strength and healing abilities. Instead of her father, however, she stumbles across a battle between the Shinsengumi and the Furies, evil vampire-like creatures of their own making.
          ",Sentai::hakuoki::hakuoki sekkaroku::bishounen::shinsengumi::samurai::hakuouki reimeiroku::shinsengumi kitan::anime::crunchyroll hakuoki,12,4,1,2,3,10,17
hakyu-hoshin-engi,The Rising of the Shield Hero::That Time I Got Reincarnated as a Slime::SAIYUKI RELOAD BLAST::Chain Chronicle - The Light of Haecceitas -,"
            A once thrived kingdom, In—now governed by an evil hermit, Dakki, and her party—is in a chaotic status with its people suffering Dakki’s oppressions. Seeing this, The Hermit Band took it seriously and planned a ""Hoshin Plan"" which is assigned to an apprentice hermit, Daikobo, who gathered partners, captured and sealed all evil hermits, and planned to establish a new kingdom. On the other hand, the strongest and an In- royal hermit, Bunchu, stood up against Daikobo to protect the old kingdom with all his might. Thus, the death battle among invincible hermits begins...
          ",NBC Universal::hakyu hoshin engi::hakyû hôshin engi::winter_2018::adventure::fantasy::houshin engi::soul hunter,25,3,8,7,3,3,9
hamatora,Sherlock Hound::Galilei Donna::Blast of Tempest::Phi Brain,"
            ""Minimum""— Otherwise known as ""small miracles"", is a special power that only manifests within a few, select humans. Those who possess this ability are called ""Minimum Holders."" 2014: Yokohama. The detective duo of Nice and Murasaki, otherwise known as ""Hamatora,"" wait again today for work with their friends at a table at Cafe Nowhere that they use as their agency. Suddenly, a job they receive seems to have a weird connection with the serial killer that their police friend, Art is searching for.
          ",TV TOKYO::hamatora::action::mystery,24,4,2,7,14,18,50
hanamaru-kindergarten,Hozuki's Coolheadedness::Pan de Peace!::Miss Bernard said.::Nyanko Days,"
          Welcome to Hanamaru Kindergarten! Here, you will find that everyone is super genki and full of beans, and that every day is fun, fun, fun!
        ",King Record Company Limited ::anime::hanamaru kindergarten::hanamaru yōchien::hanamaru youchien::yuto::crunchyroll hanamaru kindergarten::slice of life::comedy::adventure,12,4.5,6,3,26,110,680
hanasakeru-seishonen,Natsuyuki Rendezvous::BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online,"
            Kajika is a 14 year old girl. She is the only daughter of the president of the well-known Burnsworth Company. One day, her father makes an odd proposal to Kajika to find a spouse.
          ","Pierrot Co., Ltd.::hanasakeru seishonen::hanasakeru seishouen::anime::drama::romance::natsumi itsuki::kajika louisa kugami burnsworth::crunchyroll hanasakeru seishonen::bishounen",39,4.5,21,11,52,255,2121
hanayamata,Please tell me! Galko-chan::NANBAKA::THE IDOLM@STER CINDERELLA GIRLS::Ai-Mai-Mi,"
            Naru is a high school girl who is average in every way. She loves fairy tale heroines, though she’s never had the courage to escape her ordinary life. One day, she sees Hannah, a transfer student, dancing in the moonlit and becomes inspired to learn Yosakoi dancing.
          ",TV TOKYO::shoujo::slice of life::comedy::seinen,12,4.5,1,0,5,12,39
hand-shakers,The Reflection::Bloodivores::Hakata Tonkotsu Ramens::Girly Air Force,"
            Tazuna is a high school student, living in Osaka, who loves to fiddle around with machines. One day, he receives a repair request from an university laboratory. He accepts the request and ends up meeting a girl named Koyori, who has been bedridden for a very long time.  
 
Suddenly, Tazuna and Koyori get pulled into a whole different world called “Ziggurat”. In this world, there are Hand Shakers, two people who touch hands and create the Nimrod. Their goal is to defeat other Hand Shakers in order to gain an audience with “God”, who will grant them wishes. 
 
 
Protect with your own Hands!
          ",Kadokawa Pictures Inc.::action,24,2.5,38,11,10,14,22
hanebado,"Tsurune::Young Black Jack::Wake Up, Girls!::BORUTO: NARUTO NEXT GENERATIONS","
            Despite her great potential, Ayano Hanesaki would rather avoid badminton than play it. But, when she meets Nagisa Aragaki, a third year who spends every waking moment perfecting her game, she’s inspired. Encouraged by their coach, Tachibana Kentarou, Ayano and Nagisa will hit the court and rally against opponents and rivals with amazing skills!
          ",Toho::sports::drama,13,4,3,7,10,13,24
happiness,La Corda d'Oro ~primo passo~ and ~secondo passo~::BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online,"
            On the holiday just before the Valentines Day, Kohinata Yuma is called by his bad friend Watarase Jun to buy chocolate with her. Since that day, his fate begins to change.
          ",Marvelous AQL Inc.::anime::happiness!::happiness::eroge::visual novel::fantasy::harem::magic::romance,12,4.5,52,17,92,373,2535
harukana-receive,Princess Nine::Rowdy Sumo Wrestler Matsutaro::Haikyu!!::Free! - Iwatobi Swim Club,"
            Oozora Haruka is a high school second-year who's just moved to Okinawa. Haruka is generally cheerful and optimistic, but there's one thing she feels insecure about: she's taller than most other girls. Higa Kanata, her cousin of the same age who meets her at the airport, also has one hang-up: she had to quit her beloved beach volleyball in the past because she was too short. Through some twist of fate, these mismatched cousins find themselves paired up as a beach volleyball team. How will this duo play together in a sport where the presence of one's teammate is more important than anything?!
          ",Kadokawa Pictures Inc.::sports,12,4.5,0,1,4,7,17
havent-you-heard-im-sakamoto,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Sakamoto is not a normal high schooler. He’s smart, he’s dashing, he’s popular with girls. Much to the dislike of the male population of his school, who tries every trick in the book to mess Sakamoto up. But in the end, Sakamoto comes out of every trap with style and makes himself look cooler. Does he do this for popularity? Is this just who he is? No one really knows, but haven’t you heard? He’s Sakamoto!
          ",TBS::sakamoto desu ga,13,4.5,3,5,6,24,102
hayate-the-combat-butler,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Kenjiro Hata, notable for creating Hayate the Combat Butler, also created the new series Hayate the Combat Butler! Can’t Take My Eyes Off You. In this series, Hayate Ayasaki continues to work alongside Maria at the Nagi Sanzenin’s mansion. Nagi receives a call from “Area 51” inviting her to the universe but will she accept?
          ",TV TOKYO,26,4.5,1,2,3,11,20
hayate-the-combat-butler-season-1-2,Persona4 the Golden ANIMATION::The World God Only Knows::Rurouni Kenshin::Taboo Tattoo,"
            Hayate is a super-unlucky 16 year-old-boy.  By chance, he rescues Nagi, the well-dressed heiress to a mega-rich family from hoodlums, then he gets hired as a live-in butler.
          ",TV TOKYO::hayate no gotoku::hayate the combat butler::anime::crunchyroll hayate::kenjiro hata::hayate ayasaki::nagi sanzenin::rie kugimiya::rie tanaka,77,5,47,12,92,461,5075
he-was-anime-nfls-mike-daniels,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            NFL star, Mike Daniels, has been elected to the Pro Bowl two years in a row and leads the Green Bay Packers as Defensive End. Still, Daniels ranks his identity as an anime fan above his storied accomplishments as a professional athlete. He Was Anime is an incredible story of how the world of anime propelled Daniels from his childhood as a bullied, skinny kid to one of the most formidable players in the NFL.
          ",crunchyroll,1,5,0,0,0,0,3
hell-girl-fourth-twilight,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            ""Jigoku Tsushin,"" a website that only accessible exactly at midnight. 
If you post a hopeless grudge there, Hell Girl will appear and drag your hated foe into Hell. 
The rumor sounded like an urban myth, yet it spread among the young people and turned out to be true. 
The girl's name is Ai Enma. 
However, the legend does not speak of the contract with the Hell Girl. 
One day, Michiru, a mysterious girl appears in front of Ai Enma. 
Ai talks to Michiru, who doesn't remember who she is or why she is here. 
Who the hell is she? Her secret past will be revealed!
          ",Aniplex of America::jigoku shoujo,12,4,2,3,3,0,14
henneko-the-hentai-prince-and-the-stony-cat-,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            It is said that a stony cat standing in a hill can make our dream come true. Asking for their wishes, the protagonists come to a hill and ask for their wishes to the cat. Then, for some reason or other, a high school boy loses the face he wears in public and his nickname becomes a pervert prince. A cute girl is deprived of her true feelings... The cat makes mischief to their relationship better and worse. What will become of them?
          ",Media Factory::anime::henneko::hentai ouji to warawanai neko::the hentai prince and the stony cat,13,4.5,1,3,7,16,75
herobank,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Kaito Gosho is an elementary school boy has amassed a 10 billion yen debt! The only way he can pay it off is to master “Hero Gi” and win matches in a futuristic cyber sport called “Hero battle.”
          ",TV TOKYO::children::video games,52,3,2,1,1,0,3
heroman,Go Lion::MOBILE SUIT GUNDAM 00::Mobile Suit Gundam Wing::Mobile Suit Gundam Seed Destiny,"
            Joey was working hard.  One day he finds an abandoned toy and fixes it. One evening a lightning hits Joey's home.  The electric sparks surround the toy, and Joey witnesses the birth of ""Heroman"".
          ",TV TOKYO::action::aliens::mecha::science fiction::shounen::heroman::stan lee::anime::crunchyroll heroman,27,4.5,18,9,58,187,618
heybot,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            The story takes place on Screw Island, a screw-shaped island nation where people make audiences laugh through the practice of ""VocabBattles,"" heated gag contests in which ""VocabBots"" place ""VocabScrews"" on their heads and compete to come up with the funniest joke. Everything in this world is decided through VocabBattles! 
 
The unlikely duo of Heybot, the bungling VocabBot protagonist, and his partner, the easygoing prince Nejiru, are the stars in this ridiculous gag story!
          ",Sunrise,50,3,4,3,1,1,4
hi-scool-seha-girls,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Dreamcast, Sega Saturn, and Mega Drive reimagined as girls who have just enrolled in SeHaGaga Academy at Tokyo’s Haneda Ōtorii station. They are given an assignment needed to graduate by a suspicious teacher. To clear this requirement, the girls must enter the world of Sega games to graduate without incident.
          ","TMS Entertainment Co., Ltd.",13,4,0,0,6,1,10
high-school-fleet,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Living by the sea, protecting the sea, and journeying across the sea…They’re the BLUE MERMAIDS! Because of a shift in tectonic plates around 100 years ago, Japan lost much of its area to submergence. To preserve Japan’s territories, Coastal Cities sprung up, one after the other. Eventually, they became Marine Cities, and along with the expansion of sea-lanes to connect them, the need arose for a sizable staff to protect the seas. At the same time, maritime jobs were becoming more popular among women. Hence, the BLUE MERMAIDS had become every female student’s dream job.
          ",Aniplex of America::haifuri,12,4,1,3,6,8,24
hiiro-no-kakera,citrus::We Rent Tsukumogami::Twin Angels BREAK::Convenience Store Boy Friends,"
            On her way to visit a village from her past, Tamaki comes across a strange white creature that can talk. Soon she finds herself surrounded by menacing creatures when she is saved by a mysterious man.
          ",Yomiuri Telecasting Corporation (YTV)::hiiro no kakera::anime::visual novel::idea factory::scarlet fragment::shuhei kita::shoujo::fantasy::romance,27,4,22,35,44,63,262
himegoto,Nyanko Days::Ai-Mai-Mi Surgical Friends::Hinako Note::Gabriel DropOut,"
            The story follows Hime Arikawa, whose absent parents have left with saddled with a huge debt. After being saved from debt collectors by three girls on the student council, in exchange for paying off his debt, he agrees to spend the rest of his high school career dressed as a girl.
          ",Asahi Production::comedy::slice of life::school life::secret princess himegoto,13,3.5,11,3,12,12,20
himote-house-a-share-house-of-super-psychic-girls,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            The three Himote sisters, Tokiyo, Kinami, and Kokoro, are living in what they've dubbed the ""Himote House"" in Nakano, Tokyo. Sharing the house with them are their former classmates, Tae and Minamo, and a cat named Enishi. These five unique girls live a boisterous life at the Himote House, spending their days trying to figure out how to get guys to like them. What's more, the five of them, and the cat, all have a mysterious power...
          ",My Theater DD,12,2.5,8,0,2,6,2
himouto-umaru-chan,Nyanko Days::Ai-Mai-Mi Surgical Friends::Hinako Note::Gabriel DropOut,"
            Umaru is a renowned beautiful 16-year-old girl in town, living with her elder brother Taihei. She acts a perfect sister with a kind heart, intelligence and popularity, who everybody admires. So who would believe how true Umaru is at home? Sleeping, gaming, watching TV, eating junk food, drinking cola… that's almost all she does at home, leaving all the housework to her brother.
          ",Toho::comedy::slice of life,12,4.5,6,6,11,28,137
hina-logic-from-luck-logic,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            On a spring day when the cherry blossoms have started to fall, the naïve princess of a small country, Lion begins her days at a school in Hokkaido. The school houses a special facility run by ALCA that trains Logicalists who protect the peace of the world. Lion has a lot of unique classmates in Class 1-S, including Nina, a Logicalist. This is the story of the energetic and adorable days the Logicalists-in-training spend together. It’s time to Trance!
          ",Bandai Visual,12,4.5,0,0,2,2,5
hinako-note,Gabriel DropOut::Nyanko Days::Ai-Mai-Mi Surgical Friends::Miss Bernard said.,"
            Sakuragi Hinako has a hard time talking with others. In order to get over her paralyzing shyness, Hinako leaves her home in the country because she ends up starting school at the high school that has the drama club that she admires and ends up staying at Hitotose-sou. There, she meets Kuina, who loves books and to eat, Mayuki, who’s a bit older but smaller who’s good at cooking, and the quiet landlady with the hot body, Chiaki-san. A cute and fun drama comedy about the former girl who was paralyzed from shyness
          ",Kadokawa Pictures Inc.::comedy::slice of life,12,4,0,2,5,12,7
hinamatsuri,Natsume Yujin-cho 4::Miss Kobayashi's Dragon Maid::Flying Witch::Gabriel DropOut,"
            Nitta Yoshifumi, a young, intellectual yakuza, lived surrounded by his beloved pots in his turf in Ashigawa. But one day, a girl, Hina, arrives in a strange object, and uses her telekinetic powers to force Nitta to allow her to live with him, putting an end to his leisurely lifestyle. Hina tends to lose control of herself, wreaking havoc both at school and in Nitta's organization. Though troubled, he finds himself taking care of her. What will become of this strange arrangement? 
 
It's the beginning of the dangerous and lively story of a nice-guy outlaw and psychokinetic girl!
          ",Kadokawa Pictures Inc.::slice of life::comedy::fantasy,12,5,0,2,2,10,113
hinomaru-sumo,Run with the Wind::MAJOR 2nd::Yowamushi Pedal New Generation::Yowamushi Pedal,"
            The intense fight for the dream of yokozuna has begun. 
 
A new student has joined Odachi High School's weak sumo club, the small boy Ushio Hinomaru! Although his physique seems ill-suited to a fighting sport where size and weight rule, Hinomaru has an incredible dream. 
 
He and the weak sumo club will fight their way to the top! The intense battle of high school sumo has begun!
          ",PONY CANYON INC.::sports::shounen,22,5,1,1,1,1,38
hitori-no-shita-the-outcast,The Reflection::Hand Shakers::Hakata Tonkotsu Ramens::Girly Air Force,"
            The protagonist, Cho Soran, leads a very common college student’s life until he finds himself caught up in a terrible incident that happened in a small village. As he was walking through a graveyard, Cho Soran is assaulted by zombies. Thinking that it was over for him, a mysterious girl carrying a sword suddenly saves him and disappears. 
 
This strange encounter is going to change drastically the fate of our hero.
          ",EMON::action,37,4,10,6,12,16,39
holmes-of-kyoto,OneRoom::Jingai-san no Yome::Crossing Time::Break Ups,"
            Holmes, a young man whose family runs an antique shop in Kyoto, has the unique ability to read people and instantly distinguish genuine and high value antiques. When a local high school student, Aoi Maki, starts working alongside Holmes, together they begin to unravel the many mysteries surrounding the antiques brought to the shop.
          ",Hakuhodo::romance::slice of life,12,4,1,4,4,12,22
holy-knight,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Holy Knight is the story of a young male vampire slayer who reluctantly falls in love with a beautiful female vampire exchange student and their personal struggles to avoid their bloody predestined conflict.
          ",GPC Films Inc.::english dub available,2,2.5,14,6,2,3,9
horizon-in-the-middle-of-nowhere,KADO: The Right Answer::Z/X IGNITION::Hundred::Arpeggio of Blue Steel,"
            History is coming to an end. When humans came down from the sky they brought with them the Testament, the guide to the path they must follow if they wish to return to the skies again.
          ",Sentai::horizon::horizon in the middle of nowhere::horizon on the borderline::kyoukai senjou::kyoukaisen::kyoukai senjou no horizon::anime::jun fukuyama::crunchyroll horizon,26,4.5,23,20,31,67,362
hourou-musuko-wandering-son,MY love  STORY!!::Tsukigakirei::5 Centimeters per Second::GLASSLIP,"
            Nitori Shuichi is a boy who sees himself as a girl. He transfers to a new elementary school, and there, meets Takatsuki Yoshino, a tall and attractive young girl, who also dreams of being the opposite sex.
          ",Aniplex of America::anime::drama::slice of life::romance::hourou musuko::wandering son::takako shimura::nana mizuki::crunchyroll hourou musuko,12,4.5,8,2,20,85,550
how-clumsy-you-are-miss-ueno,Fox Spirit Matchmaker::My Sweet Tyrant::Ojisan and Marshmallow::Monthly Girls' Nozaki-kun,"
            Not only is Ueno the president of the science club at her junior high, but she’s a genius inventor, too! However, despite everything she has going for her, there’s this big problem she can’t seem to solve. No matter what she does, she can’t figure out how to confess to her crush, Tanaka! Can she find a way to give her heart what it truly yearns for?
          ",asmikace::comedy::romance,11,4,1,1,1,2,8
how-not-to-summon-a-demon-lord,Love Tyrant::Sengoku Collection (Parallel World Samurai)::Last Period: the journey to the end of the despair::How to Keep a Mummy,"
            Sakamoto Takuma was so strong in the MMORPG Cross Reverie that his fellow players came to call him the ""demon lord."" One day, he gets summoned to another world in his avatar form, and meets two girls who both insist that they're the one who summoned him. They cast a spell used to enslave summoned beasts on him, but that activates his unique ability, Magic Reflect, and the girls end up being the ones put under the spell! 
And thus begins the otherworldly adventure of a demon lord (pretend) who blazes his own trail through overwhelming power.
          ",Avex::fantasy::comedy::ecchi::isekai maou to shoukan shoujo no dorei majutsu,12,4,29,23,35,77,160
how-to-keep-a-mummy,Last Period: the journey to the end of the despair::DD Fist of the North Star::Maoyu::How Not to Summon a Demon Lord,"
            Kashiwagi Sora is living a normal high school student life, when his ""adventurer"" father sends him a mummy from his travels in Egypt! Sora balks at the letter from his crazy dad (""I found a cool mummy, so I decided to leave it with you, son!"") at first, but the mummy that emerges from inside the huge coffin is a mere 12 centimeters tall--small enough to fit in the palm of his hand... Not only that, it's shy, a crybaby, and most of all, heckin' cute. And so, Sora and ends up keeping the mummy, naming his new little buddy ""Mii-kun."" But living with a mummy might be easier said than done...!
          ",TBS::comedy::fantasy::how to keep a mummy::miira no kaikata::crunchyroll co-production,12,5,0,3,3,10,85
hozukis-coolheadedness,HINAMATSURI::Hanamaru Kindergarten::Death March to the Parallel World Rhapsody::Natsume Yujin-cho 4,"
            Hozuki is the aide to the Great King Enma. Calm and super-sadistic, Hozuki tries to resolve the various problems in Hell, including a rampaging Momotaro and his companions. However, he also likes spending his free time on his hobbies, such as fawning over cute animals and raising ‘Goldfish Flowers.’
          ",King Record Company Limited ::fantasy::adventure::comedy::slice of life::hozuki no reitetsu,39,4.5,1,0,3,10,52
humanity-has-declined,FOREST FAIRY FIVE::Love Rice::Chiruran 1/2::Cheating Craft,"
            Our human race has been slowly declining for several centuries now. In many ways, the Earth already belongs to the Fairies. Life is relaxed and care...free? Thus begins a story that is a little strange and just a tiny bit absurd.
          ",Marvelous AQL Inc.::humanity has declined::anime::jinrui wa suitai shimashita::nana mizuki::jun fukuyama::jintai::fairies::comedy::fairyco,13,4.5,3,3,3,23,59
hundred,PUNCH LINE::TO BE HERO::Akashic Records of Bastard Magic Instructor::Bladedance of Elementalers,"
            ""Hundred"" - the only weapon capable of fighting the Savages, mysterious life forms attacking Earth. Hayato enters the battleship university Little Garden in hopes of becoming a Slayer... but his roommate Emile Crossfode, who seems to know a lot about him for some reason, awakens a sort of unsettling nostalgia within him. What's more, right after he joins the school, the strongest Slayer at Little Garden, the ""Queen"" Claire Harvey, challenges him to a duel! 
 
Misaki Jun and Ohkuma Nekosuke (Nitro+) are teaming up to bring you the ultimate school action anime!
          ",TV TOKYO::action::ecchi::science fiction::fantasy::comedy,24,3,47,26,23,25,48
hunter-x-hunter,RWBY VOLUME 1-3: The Beginning (Japanese Dub)::RWBY::Chaika –The Coffin Princess-::Momo Kyun Sword,"
          Gon, a young boy who lives on Whale Island, dreams of becoming a Hunter like his father, who left when Gon was still young.
        ",ntv::anime::hunterxhunter::hunter x hunter::yu yu hakusho::yoshihiro togashi::gon freecss::killua zoldyck::kurapika::crunchyroll hunter x hunter,148,5,20,12,46,118,1902
hyakko,Seitokai No Ichizon - Student Councils Discretion::Miss Bernard said.::Gabriel DropOut::Pan de Peace!,"
          Hyakko takes place in the high school division of Kamizono Academy. Its storyline focuses on the comedic school to high school.
        ",Fuji Creative Corporation::anime::hyakko::fumiko orikasa::comedy::slice of life::aya hirano::yui horie::torako kageyama::haruaki katō,13,4.5,22,9,25,124,774
i-cant-understand-what-my-husband-is-saying,Nisekoi::KARAKAI JOZU NO TAKAGI-SAN::The Quintessential Quintuplets::GAMERS!,"
            Kaoru is an OL you can find anywhere, serious and works diligently, but her husband is a super otaku and more-or-less a NEET. She is caught up in one of her husband's whims one day or the subject of his concerns another, but the two are so close that it's embarrassing to even watch them!
          ",Seven::comedy::romance::slice of life::crunchyroll co-production::danna ga nani wo itteiru ka wakaranai ken,26,4.5,2,1,8,34,124
