name,similar,desc,tags,num_eps,agg_review,1,2,3,4,5
symphogear,Schoolgirl Strikers::MOBILE SUIT GUNDAM 00::Mobile Suit Gundam Wing::Mobile Suit Gundam Wing ENDLESS WALTZ,"
            Noriyasu Agematsu, of music production group Elements Garden, along with Akifumi Kaneko, designer of many famous RPGs and other games, are back for a third installment of the original TV animation.  Its emotional and highly original battle scenes, where the characters sing as they fight, are back and better than ever, making the story even more dramatic. This time, the heroine, Hibiki Tachibana, and the other five Symphogear Weilders are faced with their largest and toughest foe yet: a mysterious group of warriors.
          ",Mages Inc::action::science fiction,39,4.5,0,3,2,3,24
tabimachi-lateshow,She and Her Cat -Everything Flows-::Classroom of the Elite::sweetness & lightning::EVIL OR LIVE,"
            Comix Wave Films is producing four episodes with the theme of “goodbyes and journeys,” entitled “Recipe,” “Transistor Smartphone,” “Summer Festival,” and “Clover”, as part of the Ultra Super Anime Time programming block broadcast in Japan.
          ",CoMixWave Films::seinen::drama::slice of life,4,4.5,0,0,1,4,8
taboo-tattoo,JoJo's Bizarre Adventure::Eyeshield 21::REBORN!::Inferno Cop,"
            ""Tattoos"" - ancient weapons that drastically enhance the physical abilities of their users, known as the ""Sealed,"" allowing them to bring forth supernatural phenomena when activated through the charging of the user's own unique ""trigger."" 
 
When Justice Akatsuka (a.k.a. ""Seigi"") saves a man from some street punks, the man gives him a strange stone as a token of gratitude. The moment Seigi accepts it, a mysterious tattoo appears on his palm. 
 
And so the battle begins, framed by a web of conspiracies and centering around Justice Akatsuka, the boy who obtained a ""tattoo"" by complete chance.
          ",TV TOKYO::action::shounen::comedy,24,2.5,58,33,21,11,17
taisho-mebiusline-chicchaisan,The Royal Tutor::Angolmois: Record of Mongol Invasion::Gifu Dodo!! Kanetsugu and Keiji::SENGOKUCHOJYUGIGA,"
            It's the closing years of the Taisho era, a turbulent time when the military empire of Japan is rising to go to war with the world. The protagonist, Hiiragi Kyoichiro, has come to the Imperial Capital, Tokyo, to attend Imperial University. He is determined to pursue a scholar's path and become a great man back in his hometown. But now the Japanese army has set its sights on Kyoichiro, because of a special ability that he possesses. As a result of a terrible illness from his youth, Kyoichiro gained the ability to see the spirits of the dead.
          ",Studio A-Cat::historical::shoujo,13,2,9,2,3,3,0
takamiya-nasuno-desu,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
          Teekyu's Takamiya Nasuno is the star of her very own spin-off series in Takamiya Nasuno Desu!
        ",Earth Star Entertainment,12,3.5,4,3,2,7,6
tamayura-hitotose,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            ""As a little girl, Fuu Sawatari's father taught her to love photography. They took pictures everywhere they went. But after he passed away, seeing those photographs only served as a reminder of her loss, so she locked them away to be forgotten. Years later, her brother Kou finds their father's picture album, and as he flips through its pages, the pictures remind Fuu of all the happy memories of her father that she will carry with her forever.
          ",Nozomi Entertainment,15,4.5,0,0,0,1,2
tanaka-kun-is-always-listless,Minami Kamakura High School Girls Cycling Club::Piacevole::Angel's 3Piece!::JK-MESHI!,"
            Adapted from the popular web manga series published by Square Enix, this unconventional, surrealist comedy follows an exhausted high school boy who, despite multiple attempts from his friends, still manages to spectacularly… sleep. Much to the chagrin of the energetic (at times bossy) Ohta, Tanaka is often found in a blissful state of lethargy, possessing the ability to doze off in any situation, especially in mid-sentence!
          ",Shochiku::slice of life::tanaka-kun wa itsumo kedaruge,12,4.5,0,4,1,18,90
tantei-team-kz-jiken-note,The Perfect Insider::Beautiful Bones -Sakurako's Investigation-::The File of Young Kindaichi Returns::Un-Go,"
            Tantei Team KZ Jiken Note centers on sixth grader Aya Tachibana who worries about friends, family, grades, and more. One day, she joins the Detective Team KZ with four very unique boys that she met in cram school: Kazuomi Wakatake, Takakazu Kuroki, Kazunori Uesagi, and Kazuhiko Kozuka.
          ",Kodansha Ltd.::mystery,16,3.5,0,1,6,4,1
tari-tari,Little Busters!::Golden Time::Myself; Yourself::Ano Natsu de Matteru,"
            Wakana Sakai was involved in music, but gave it up one day. Konatsu Miyamoto loves singing and can't be torn from it. Sawa Okita would do anything for her closest friends. They laugh, they fight, they worry, they love... Through their very ordinary lives, little by little the girls learn to move forward. Sometimes they feel as if they can't go on alone, but as long as they have their friends, they believe they'll make it someday. Wakana, Konatsu, Sawa, and the music they make in their ensemble weave a tiny but dazzling story of the power of music.
          ",Showgate::tari tari::slice of life::taritari::music::comedy::drama::anime::singing::crunchyroll tari tari,13,5,0,0,2,18,68
teekyu,Clean Freak! Aoyama kun::Scorching Ping Pong Girls::BORUTO: NARUTO NEXT GENERATIONS::One Piece,"
          The series follows the hilarious everyday routines of four girls in the Kameido High tennis club who, on occasion, actually play some tennis.
        ",Earth Star Entertainment::sports::tennis::comedy,109,4.5,2,3,3,8,27
tegami-bachi-letter-bee,Mushi-Uta::Web Ghosts PiPoPa::Ushio and Tora::Saint Seiya Saintia Sho,"
            Gauche Suede is on his last delivery before a big promotion. In the outskirts of Yodaka, the darkest area of Amberground, Gauche is surprised to find that the package is a young boy named Lag Seeing. Lag had been traumatized by his mother's abduction and is due to be delivered to his aunt. In this remote area rife with Gaichuu, Lag and Gauche face a dangerous journey that inspires Lag to become a Letter Bee.
          ",TV TOKYO::action::fantasy::mecha::anime::steampunk::shounen::tegami bachi letter bee::tegami bachi::drama,52,4.5,6,11,75,395,3105
tenjho-tenge,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Souichiro and Bob want to rule their new school, but just as they begin cracking heads, their plan is shot to hell. First there's the Natsume sisters and their Juuken Club. If the older sister, Maya, isn't kicking their butts, then the younger sister, Aya, is trying to force feed Souichiro and make him her husband! Then there's the Student Executive Council that sends executioners to ""educate"" anyone who questions the council's authority! Their education is just beginning!
          ",Discotek Media::english dub available,52,2.5,4,2,0,4,1
terraformars,Majin Bone::Log Horizon::BORUTO: NARUTO NEXT GENERATIONS::One Piece,"
            With Earth becoming increasingly overpopulated, an ambitious plan has been put into place to terraform Mars using mold and cockroaches. Nearly 500 years after the plan, a mission to Mars, Annex 1, is under way to accomplish crucial research into the Virus currently plaguing mankind with the crew members who've been injected with various DNA of life on Earth in order to combat the Terraformars, giant humanoid cockroaches.
          ",Warner Japan::shounen::action::sci-fi::thriller,40,3.5,70,27,37,41,114
tesagure-bukatsumono,Minami Kamakura High School Girls Cycling Club::Piacevole::Angel's 3Piece!::Tanaka-kun is Always Listless,"
            Koharu is recruited into an unusual ""groping"" club only for the reason that she doesn't overlap with the other members' characters. Groping club is in fact an unofficial club with no real activity or purpose, prompting the girls to work on finding one. Strange daily life ensues, where club activities consist of first coming up with club stereotypes, then figuring out a new way to operate such a club.
          ",ntv::slice of life,36,4,2,0,2,4,6
that-time-i-got-reincarnated-as-a-slime,Alderamin on the Sky::SAIYUKI RELOAD BLAST::The Rising of the Shield Hero::Fate/Zero,"
            Corporate worker Mikami Satoru is stabbed by a random killer, and is reborn to an alternate world. But he turns out to be reborn a slime! 
Thrown into this new world with the name Rimuru, he begins his quest to create a world that’s welcoming to all races.
          ",Kodansha Ltd.::fantasy::action::adventure,23,5,6,9,23,39,465
the-ambition-of-oda-nobuna,RADIANT::Saga of Tanya the Evil::Xuan Yuan Sword Luminary::Brave 10,"
            Ordinary high schooler Yoshiharu is sent back in time to the Warring States Period, however not the same time line that he remembers. There he meets Nobuna Oda - not Nobunaga, Nobuna. In this world, all the famous figureheads and warlords of the era are female! Nobuna teams up with Yoshiharu to help fuel her ambition and quest to rule the world…
          ",TV TOKYO::action::adventure::fantasy::shounen::historical::ambition of oda nobuna::oda nobuna no yabō::anime::crunchyroll oda nobuna,15,4.5,3,2,8,25,98
the-ancient-magus-bride,Hiiro No Kakera::Recovery of an MMO Junkie::WorldEnd: What do you do at the end of the world? Are you busy? Will you save us::We Rent Tsukumogami,"
            Hatori Chise has lived a life full of neglect and abuse, devoid of anything resembling love. Far from the warmth of family, she has had her share of troubles and pitfalls. Just when all hope seems lost, a fateful encounter awaits her. When a man with the head of a beast, wielding strange powers, obtains her through a slave auction, Chise's life will never be the same again. 
 
The man is a ""magus,""a sorcerer of great power, who decides to free Chise from the bonds of captivity. The magus then makes a bold statement: Chise will become his apprentice--and his bride!
          ",Production I.G::fantasy::romance::shounen::shoujo::drama::seinen::deutsche synchro,108,5,4,12,18,38,542
the-asterisk-war,The Reflection::Hand Shakers::Hakata Tonkotsu Ramens::Girly Air Force,"
            Invertia… an unprecedented disaster that struck the world during the 20th century. Because of this disaster, numerous cities around the world were destroyed. However, within the meteor, an unknown element called mana was discovered, which allowed human technology to make rapid strides. This also gave rise to a new species of human born with unique skills – the Star Pulse Generation. The setting for the world’s greatest comprehensive battle spectacle, the Festas, is an academy city above the water surrounded by six academies called Rikka also commonly known as Asterisk.
          ",Aniplex of America::action::sci-fi::school life::gakusen toshi asterisk,24,3.5,53,21,42,63,123
the-comic-artist-and-his-assistants,Love To-LIE-Angle::How Not to Summon a Demon Lord::My Mental Choices are Completely Interfering with my School Romantic Comedy::Wagamama High Spec,"
          A hilarious slice of life comedy that leisurely depicts the day-to-day life of manga artist Aito Yuuki and his assistant, Ashisu Sahoto!
        ",Showgate::comedy::ecchi::mangaka-san to assistant-san to,12,4.5,0,2,9,27,37
the-crunchyroll-anime-awards,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Welcome to the Crunchyroll Anime Awards, presented by Devil May Cry 5. Live from the Twitch studio, we celebrate the best of anime in 2018 with anime fans from around the world. Based on votes from the public and a panel of judges, we unveil the results of 15 award categories including Anime of the Year!
          ",crunchyroll,1,0,,,,,
the-diary-of-ochibi-motion-manga,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
          Join Ochibi-san, Nazeni, and Pankui in their daily life as the seasons pass in Mametsubu-cho.
        ",Shift-One,20,4.5,0,0,0,1,1
the-dragon-dentist,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            The story takes place in Dragon Country. 
Nonoko, the heroine, is a newly appointed dentist who protects the dragon, the guardian of the country, from tooth cavity bacteria. 
 
One day, amid increasingly fierce battles against the neighboring country, she finds on the dragon’s tooth an unconscious boy soldier from the enemy country. His name is Bell, and he has been “resurrected” from within the tooth by the dragon, a supernatural phenomenon that legend says occurs before a major disaster.
          ",Anime Limited::ryuu no haisha,2,4.5,0,0,0,1,2
the-eccentric-family,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            In Kyoto, humans, tanuki, and tengu live side-by-side. The Shimogamo family lives in Shimogamo Jinja’s Tadasu no Mori. The father, Soichiro, used to be the head of tanuki society, but without warning one day he was made into tanuki stew, and no one knows how it happened. He left four sons behind. They all live happily with their mother. After taking care of Professor Akadama, the Shimogamo family suddenly finds itself in a desperate fix. Will the truth behind how their father got stewed be revealed?! What does fate have in store for this strongly bonded family?!
          ",Yomiuri Telecasting Corporation (YTV)::uchouten kazoku::staff picks,13,4.5,0,3,1,8,45
the-eccentric-family-2,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Shimogamo Yasaburo has the blood of a mystical racoon-like creature - a tanuki - but has the ability to transform into a human. He lives a playful life in Kyoto, where humans, tanuki, and tengu live side-by-side. Yasaburo and his family finally come to terms with their father’s death, reconciling with human and tengu alike. However, the son of Yasaburo's teacher returns to the city after a century abroad, stirring up a world of trouble for everyone in Kyoto’s mystical underbelly.
          ",PA Works::the eccentric family::uchouten kazoku,12,5,0,0,0,1,12
the-file-of-young-kindaichi-returns,Tantei Team KZ Jiken Note::The Perfect Insider::Beautiful Bones -Sakurako's Investigation-::Un-Go,"
            Based off of the original manga by Seimaru Amagi, and Fumiya Sato, The Files of Kindaichi Returns centers on the Hajime Kindaichi, grandson of the famous detective Kosuke Kindaichi. Though he usually appears to be a regular high school student, when a difficult case arises Hajime, along with his childhood friend Miyuki Nanase, police inspector Isamu Kenmochi, and rival Kengo Akechi, use their sharp deduction skills to solve each mystery.
          ",Yomiuri Telecasting Corporation (YTV)::mystery,48,4,1,2,7,8,10
the-fruit-of-grisaia,We Rent Tsukumogami::Kono Aozora ni Yakusoku wo::Mashiroiro Symphony::citrus,"
            Mihama Academy is a prison-like school built to preserve fruit that has fallen too far from its tree. It is home to five female students who each have their reasons for enrolling in the academy and live their life idly within the walls of Mihama.  
 
One day, Kazami Yuuji the institute’s first male student arrives and throws the orderly rhythm of Mihama off balance. Is Yuuji what the girls need to hold of their lives once more, or will the weight of their pasts prove too steep a wall to overcome? Or is his past even heavier than any of the others?
          ",NBC Universal::drama::romance::fruit of grisaia::labyrinth of grisaia::eden of grisaia::grisaia no kajitsu::grisaia no meikyuu::grisaia no rakuen,24,4.5,3,7,14,30,97
the-galaxy-railways-a-letter-from-the-abandoned-planet,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            In the distant future, the planets are now connected with a massive galactic railway system. The Galaxy Express 999 has crash landed on a mysterious planet. On board are The Conductor, Killian, Maetel, and Tetsuro, a ten year-old street urchin with a heart of gold. Now it’s up to the SDF Sirius Platoon to rescue them before the Herise Time Mystery—a rift in the deep axis of time and space—repeats.
          ",Discotek Media,4,3.5,0,1,0,1,1
the-garden-of-sinners,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            After lying in a coma for two years, Shiki Ryougi awakens with amnesia. Inexplicably, she finds that she has also obtained the “Mystic Eyes of Death Perception” in which she can see the invisible lines of mortality that hold every living and non-living thing together. In this modern occult-action thriller, Shiki must tackle supernatural incidents while searching for her purpose for living.
          ",Aniplex of America,10,4.5,2,0,2,3,29
the-glass-mask-year-3-class-d,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            In a modern-day school, we find Maya, Ayumi, Tsukikage, Sakurakouji, and the chairman, Masumi. They are the ultimate actors, who have time-traveled from the Glass Mask generation to the modern day to make the hearts of modern-day people burn with passion. Maya, Ayumi, Tsukikage, and Sakurakouji rely on their passion and actors' spirits to take on people with all sorts of worries. Chairman Masumi, on the other hand, seems to think the modern age doesn't need saving. Troubles, passion, acting, and tears... smiles, white eyes, and unwelcome favors...
          ","Happinet Co., Ltd.",13,4,0,0,0,2,0
the-highschool-life-of-a-fudanshi,Kenka Bancho Otome -Girl Beats Boys-::SANRIO BOYS::Milpom::Cute High Earth Defense Club LOVE!,"
            Sakaguchi is a regular high school boy, just like any other. He turns out to have a deep love for Boys' Love. He could live on Boys' Love alone! The Highschool Life of a Fudanshi is a hilarious slice-of-life comedy about Fudanshi Sakaguchi and his jolly gang.
          ",Dream Creation::comedy::shoujo::crunchyroll co-production::fudanshi koukou seikatsu,12,3.5,3,6,10,13,16
the-idol-master,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            THE ",Aniplex of America::idolmaster::[email protected]::anime::idol::music::harem::namco::bandai::video game,25,4.5,4,8,12,55,263
the-idolmster-cinderella-girls,NANBAKA::Polar Bear Cafe::Please tell me! Galko-chan::Ai-Mai-Mi,"
            There are many idols with long-established talent agency 346 Production. And now the company is starting a new program, the Cinderella Project! Girls leading normal lives… 
 
They are chosen to be aspiring idols and see another world for the first time in this Cinderella story.  Can they all climb the stairs that lead to the palace? 
 
The magic begins now…
          ",Anime Consortium Japan Inc.::comedy::slice of life::shoujo,25,4.5,0,0,1,1,4
the-idolmster-cinderella-girls-theater,Gabriel DropOut::Nyanko Days::Ai-Mai-Mi Surgical Friends::Miss Bernard said.,"
            Our IDOL friends are back again today! Get a rare look at how IDOLS spend their days off, as well as their comical interactions with each other in this hyper-fun-filled short anime.
          ",Anime Consortium Japan Inc.::comedy::slice of life,72,3.5,1,0,0,0,2
the-idolmster-side-m,IDOLiSH7::Caligula::Starmyu Season 2::MARGINAL #4 the Animation,"
            315 Production – a newly set up small talent agency – has assembled a group of aspiring male idols from various occupational fields. They include a former lawyer, a former doctor, former pilot and so on… 
 
Even though everyone hails from different background, they share a common dream: to be the top idol. 
 
And so, the stories of these male idols at 315 Production take centre stage…
          ",Anime Consortium Japan Inc.::shoujo,14,4.5,0,0,0,1,1
the-idolmster-sidem-wakeatte-mini,Chiruran 1/2::FOREST FAIRY FIVE::Cheating Craft::Aooni The Blue Monster,"
          
        ",Bandai Namco Entertainment::comedy,12,3,1,0,0,0,1
the-irregular-at-magic-high-school,Hand Shakers::Bloodivores::The Reflection::Hakata Tonkotsu Ramens,"
            Based on the light novel by Tsutomu Sato, The irregular at magic high school is set in a world where magic exists but instead of using chants and spells, magic users cast spells with their Casting Assistant Device (CAD). The CAD is infused with the user’s Psions (a substance-less thought particle) that activates the device and constructs the magic ritual.
          ",Aniplex of America::action::magic::mahouka::mahouka koukou no rettousei,26,4,24,35,44,62,250
the-irresponsible-galaxy-tylor,Hackadoll the Animation::Bodacious Space Pirates::PUNCH LINE::Demonbane,"
            A long time in the future from an already distant future, the United Planets has waned in significance, and the Empire has also collapsed due to internal strife. People all across the universe now lead idyllic, peaceful lives. Banjo is one of them, a boy collecting debris on the outskirts of the planetary walls, when he ends up salvaging a broken-down spaceship and finds a frozen girl inside. He soon finds the hands of evil targeting her, and the entire galaxy being whipped into a furore. And no wonder, because she is Goza the 168th, a girl who holds the key to the entire universe's fate.
          ",Dream Creation::science fiction::comedy::musekinin galaxy tylor,12,1.5,14,1,2,1,0
the-journey-home,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            This story is about Mick, a sleeping chironomid. Insects are taken up into space for use in experiments by humans. An epic space adventure of Mick and his friends of their journey back home to Earth. 
 
The development plans and experiments are aborted by humans for no known reason, the organisms are left behind in the space station with limited resources. Going over hurdles and fighting through challenges, together, they travel across planets and gain new comrades, heading for Earth. As their journey progresses, the mystery behind the human’s abandonment unravels…
          ","TMS Entertainment Co., Ltd.::space bug",26,3.5,2,0,0,0,3
the-kawai-complex-guide-to-manors-and-hostel-behavior,"My Sweet Tyrant::How clumsy you are, Miss Ueno.::Fox Spirit Matchmaker::Ojisan and Marshmallow","
            Based off of the original manga by Ruri Miyahara, The Kawai Complex Guide to Manors and  
Hostel Behavior is comedic slice-of-life anime that revolves around the main character Kazunari Usa moving into the Kawai dormitory complex due to his parent’s job transfer. He finds out that he is not only living in the same building as a perverted roommate but also his love-at-first-sight Ritsu Kawai.
          ",TBS::comedy::romantic comedy::romance,12,4.5,2,1,5,14,61
the-knight-in-the-area,Eyeshield 21::Taboo Tattoo::JoJo's Bizarre Adventure::Naked Wolves,"
            The Knight in the Area tells the stories of middle and high school students as they grow up through their soccer clubs, compete in national tournaments, and strive for world titles. Main character Kakeru, his respected elder brother Suguru, and childhood friend Nana Mishima, along with all the teammates, rivals from other schools, and world class soccer players around him radiate their own brilliant light as they face adolescence with all their strength. The story also incorporates the strong bond between Kakeru and Suguru, the love of their family, the friendship of their teammates and rivals, and fleeting first loves... all coming together to ignite passion in the hearts of all viewers. 
 
The soccer depicted in The Knight in the Area does not rely upon the efforts of ""super athletes"" or nonsensical ""special techniques,"" but illustrates ""fanciful play"" as an extension of reality. Viewers will be drawn to this reality-based anime and its powerful scenes unfolding in realistic settings. Explanations of soccer rules and fundamentals are carefully presented as the story develops. It attempts to raise interest and understanding of elements such as formation diagrams for those unfamiliar with soccer, while depicting soccer in a way that enthusiasts can appreciate as the story of Kakeru's growth unfolds. The Knight in the Area appeals to a broader range of viewers than any anime ever has before. 
 
Kakeru is supported by his childhood friend Nana. Though she is the team manager, Nana is a soccer prodigy known as the Little Witch who goes on to join the Nadeshiko Japan women's soccer team. The Knight in the Area had its eye on the team even when it was still being serialized in Magazine, before women's soccer gained its current popularity. The anime's depiction of Nana's activity in Nadeshiko Japan is consistent with the present time.
          ",TVAsahi::anime::soccer::sports::shounen::area no kishi::knight in the area::comedy::action::football,37,4.5,6,7,10,59,309
the-laughing-salesman,"RErideD - Derrida, who leaps through time::BTOOOM!::BORUTO: NARUTO NEXT GENERATIONS::One Piece","
            My name is Fukuzou Moguro, and people call me the Laughing Salesman. I am no ordinary salesman. The merchandise I sell is the human soul itself. 
 
Hooo-ho-ho-ho... 
 
All people in this world, young and old, male and female, are lonely. I am here to fill the emptiness in all of their souls. No, I won't accept a single coin in return. As long as my customer is satisfied, that's all the payment I need. Now, I wonder what sort of customer I'll serve today... 
 
Hooo-ho-ho-ho-ho...
          ",Sumitomo Corporation::the laughing salesman::seinen::warau salesman,12,4,4,0,2,4,12
the-lost-village,Re-Kan!::KAGEWANI::Another::BORUTO: NARUTO NEXT GENERATIONS,"
            30 young men and women who came together on a shady bus tour. The tour's destination: an illusive, possibly nonexistent village called Nanakimura. In Nanakimura, one can lead a utopian existence, free of the world's obstacles … or so it was rumored, like an urban legend. 
""In despair over the real world ... wanting to escape the tedious daily life … wanting to restart your life from scratch…"" The bus headed deep into the mountains, carrying 30 people each harboring their own expectations and wounds in their hearts…
          ",PONY CANYON INC.::mystery::suspense::horror::staff picks::comedy::mayoiga,12,3,20,25,34,41,20
the-magnificent-kotobuki,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Air combat is part of daily life, as a team of beautiful ace pilots battle against renegades in the skies. The talented members of Team KOTOBUKI use their impressive aerial fighting skills to help defend and transport goods across a desolate wasteland. For the right price, protagonist KYLIE, KOTOBUKI's no-nonsense leader REONA, and the rest of the team will take on any enemy that comes their way!
          ",Bandai Visual,10,4,3,0,1,6,7
the-master-of-ragnarok-blesser-of-einherjar,"Utawarerumono The False Faces::Comet Lucifer::Kotoura-San::Problem Children are Coming from Another World, aren't they?","
            Yuto Suoh is a boy from modern times who accidentally ended up in the warring world of Yggdrasil. 
 
In a world where various clans fight for supremacy and survival of the fittest rules supreme, Yuto managed to use his modern knowledge as a weapon and the age of sixteen, managed to become a Patriarch with a force of thousands. 
 
Welcome to an exhilarating battle fantasy chronicle about a young man who became a king in a parallel world and the beautiful battle maidens who swear absolute fealty to him!!
          ",Sotsu::fantasy::hyakuren no hao to seiyaku no valkyria,12,2.5,91,29,28,18,29
the-melody-of-oblivion,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            This takes place in the 20th century where the Monsters have succeeded in defeating the humans through a violent war. The Monsters rule the earth in the 20th century with no one recalling what had happened in the past. Bocca, is a teenage boy who chooses the path of becoming the Warrior.
          ",Kadokawa Pictures Inc.::melody of oblivion::bokyaku no senritsu::boukyaku::horror::romance::science fiction::supernatural::mecha::anime,24,4,15,8,20,53,143
the-moment-you-fall-in-love,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Their initial encounter couldn't have been any more disastrous— 
Yet, even before she realizes, Hina finds her heart racing. 
 
Drawn to Koyuki, a former upperclassman at her middle school, Hina is determined to go to the same high school as him, and hits the books with a vengeance. Along with her childhood friend Kotaro, she enrolls at Sakuragaoka High School. 
 
Meanwhile, the unhip Koyuki gets a makeover for the sake of an unrequited love over summer break, and he suddenly finds himself becoming the ""major catch"" among the female students. 
 
That is when Hina decides to confess her love...
          ",Aniplex of America::the moment you fall in love::suki ni naru sono shunkan wo,1,4,2,2,1,5,12
the-morose-mononokean,Nurse Witch KOMUGI R::Orenchi no Furo Jijo::Cute High Earth Defense Club LOVE!::Miss Monochrome - The Animation,"
            ""Exorcism"" is the art of sending yokai who have somehow wandered into the living world back into the underworld, where they belong. 
 
One day Hanae Ashiya, a high school student who's been haunted by a yokai, happens to find the contact information of an exorcist called the ""Mononokean"" and pays him a visit. The exorcist he meets is a morose-looking young man, Haruitsuki Abeno, and for various reasons Ashiya ends up working for the Mononokean... 
 
And so the story of the exorcist duo Ashiya and Abeno, and the yokai they meet in their adventures, begins.
          ",Yomiuri Telecasting Corporation (YTV)::shoujo::comedy::fantasy::fukigen na mononokean,37,4.5,0,2,5,15,26
the-nameko-families,FOREST FAIRY FIVE::Love Rice::Chiruran 1/2::Cheating Craft,"
            A home drama centering around protagonist ""Nameko."" Amusing family anecdotes, surprising and funny events, and a little bit of tear-jerking in the warm, everyday lives of the Nameko family.
          ",Furyu::comedy::nameko-ke no ichizoku,19,4,1,0,2,2,3
the-perfect-insider,Tantei Team KZ Jiken Note::Beautiful Bones -Sakurako's Investigation-::The File of Young Kindaichi Returns::Un-Go,"
            Based on the award-winning novel Subete ga F ni Naru by Hiroshi Mori, The Perfect Insider finds Sohei Saikawa, a member of the Saikawa Research Lab, and Moe Nishinosono, the daughter of his mentor, on vacation when they discover a corpse. The two then work together to solve the mysteries of what becomes a serial murder case.
          ",Fuji Creative Corporation::mystery::subete ga f ni naru,11,4,5,7,8,21,30
the-pet-girl-of-sakurasou,Wolf Girl and Black Prince::La corda d’oro -Blue Sky-::Crossing Time::OneRoom,"
            Sorata Kanda, a high school sophomore living in Sakurasou, the den of their academy's problem children, spends his days being dragged around by the strange residents, swearing he's going to escape Sakurasou one day.
          ",Media Factory::anime::sakurasou::the pet girl of sakurasou::sakurasou no pet na kanojo::romance,24,5,3,7,5,30,297
the-pilots-love-song,HAKYU HOSHIN ENGI::Starlight Promises::The World is Still Beautiful::Re:ZERO -Starting Life in Another World-,"
            The latest and greatest in the ""Pilot"" series! 
With today's top staff and cast, it's at last being animated! 
To find the end of the sky and sea, we went on a journey aboard the flying island Isla. 
A boy who lost everything in the revolution.  The lonely girl who calls the wind, who became the revolution's symbol.  The young pilots set out aboard the flying island Isla to find the end of the sky. 
Friendship, love, adventure... and each of them have something they want to protect. 
An epic story of love and dogfights begins now.
          ","TMS Entertainment Co., Ltd.::adventure::fantasy::romance::toaru hikuushi e no koiuta",13,4.5,1,3,5,13,28
the-place-promised-in-our-early-days,Voices of a Distant Star::Lostorage incited WIXOSS::Garakowa -Restore the World-::BORUTO: NARUTO NEXT GENERATIONS,"
            In school, they were best friends.  And they shared two passions: the plane they built together, christened Bela Cielo, and a girl, Sayuri. 
 
Oblivious to the tense environment, the three form an indelible bond and it seems nothing can ever come between them and their dream.  The boys believe that someday they will reach the distant tower - and touch Sayuri's heart- however far away it may be.
          ",CoMixWave Films::drama::military::romance::science fiction,4,5,6,1,7,41,447
the-price-of-smiles,Monster Strike::A Certain Magical Index::Sorcery in the Big City::Katana Maidens ~ Toji No Miko,"
            On a planet far, far away from Earth, there reigns a kingdom overflowing with smiles.  
 
Princess Yuki is twelve years old and beginning to ride the roller coaster of emotions that comes with adolescence. Each day brings with it tears, laughter, and even a little romance. The palace is full of fun, and the vassals who serve her there add color to her life.  
 
Seventeen-year-old Stella is a brilliant warrior. Even though she is cool as a cucumber, she never fails to smile. That's because smiling is essential to life. 
 
This is a story about two girls born on a distant planet.
          ",ntv::mecha::fantasy::action::egao no daika,11,3.5,5,7,3,7,10
